,time(s),angle(rad)
1303,65.152,0.521
1304,65.202,1.295
1305,65.252,1.958
1306,65.302,2.454
1307,65.352,2.739
1308,65.402,2.79
1309,65.452,2.602
1310,65.502,2.192
1311,65.552,1.594
1312,65.602,0.859
1313,65.652,0.051
1314,65.702,-0.761
1315,65.752,-1.508
1316,65.802,-2.126
1317,65.852,-2.562
1318,65.902,-2.779
1319,65.952,-2.759
1320,66.002,-2.502
1321,66.052,-2.032
1322,66.102,-1.388
1323,66.152,-0.625
1324,66.202,0.191
1325,66.252,0.99
1326,66.302,1.705
1327,66.352,2.275
1328,66.402,2.65
1329,66.452,2.798
1330,66.502,2.708
1331,66.552,2.386
1332,66.602,1.861
1333,66.652,1.177
1334,66.702,0.392
1335,66.752,-0.426
1336,66.802,-1.207
1337,66.852,-1.886
1338,66.902,-2.404
1339,66.952,-2.716
1340,67.002,-2.797
1341,67.052,-2.639
1342,67.102,-2.256
1343,67.152,-1.681
1344,67.202,-0.962
1345,67.252,-0.162
1346,67.302,0.653
1347,67.352,1.411
1348,67.402,2.05
1349,67.452,2.513
1350,67.502,2.763
1351,67.552,2.777
1352,67.602,2.554
1353,67.652,2.114
1354,67.702,1.493
1355,67.752,0.746
1356,67.802,-0.065
1357,67.852,-0.87
1358,67.902,-1.601
1359,67.952,-2.196
1360,68.002,-2.604
1361,68.052,-2.79
1362,68.102,-2.739
1363,68.152,-2.454
1364,68.202,-1.961
1365,68.252,-1.301
1366,68.302,-0.53
1367,68.352,0.286
1368,68.402,1.077
1369,68.452,1.777
1370,68.502,2.326
1371,68.552,2.677
1372,68.602,2.8
1373,68.652,2.685
1374,68.702,2.342
1375,68.752,1.8
1376,68.802,1.105
1377,68.852,0.316
1378,68.902,-0.499
1379,68.952,-1.273
1380,69.002,-1.938
1381,69.052,-2.438
1382,69.102,-2.732
1383,69.152,-2.793
1384,69.202,-2.617
1385,69.252,-2.219
1386,69.302,-1.633
1387,69.352,-0.908
1388,69.402,-0.106
1389,69.452,0.705
1390,69.502,1.456
1391,69.552,2.083
1392,69.602,2.534
1393,69.652,2.77
1394,69.702,2.771
1395,69.752,2.536
1396,69.802,2.087
1397,69.852,1.461
1398,69.902,0.711
1399,69.952,-0.1
1400,70.002,-0.901
1401,70.052,-1.627
1402,70.102,-2.214
1403,70.152,-2.614
1404,70.202,-2.792
1405,70.252,-2.734
1406,70.302,-2.444
1407,70.352,-1.947
1408,70.402,-1.285
1409,70.452,-0.515
1410,70.502,0.3
1411,70.552,1.088
1412,70.602,1.785
1413,70.652,2.33
1414,70.702,2.679
1415,70.752,2.8
1416,70.802,2.684
1417,70.852,2.342
1418,70.902,1.801
1419,70.952,1.108
1420,71.002,0.321
1421,71.052,-0.493
1422,71.102,-1.265
1423,71.152,-1.93
1424,71.202,-2.432
1425,71.252,-2.728
1426,71.302,-2.794
1427,71.352,-2.624
1428,71.402,-2.231
1429,71.452,-1.651
1430,71.502,-0.93
1431,71.552,-0.132
1432,71.602,0.678
1433,71.652,1.431
1434,71.702,2.062
1435,71.752,2.52
1436,71.802,2.764
1437,71.852,2.776
1438,71.902,2.553
1439,71.952,2.114
1440,72.002,1.497
1441,72.052,0.754
1442,72.102,-0.053
1443,72.152,-0.856
1444,72.202,-1.586
1445,72.252,-2.182
1446,72.302,-2.594
1447,72.352,-2.788
1448,72.402,-2.746
1449,72.452,-2.473
1450,72.502,-1.991
1451,72.552,-1.341
1452,72.602,-0.579
1453,72.652,0.233
1454,72.702,1.024
1455,72.752,1.73
1456,72.802,2.289
1457,72.852,2.656
1458,72.902,2.799
1459,72.952,2.706
1460,73.002,2.385
1461,73.052,1.863
1462,73.102,1.185
1463,73.152,0.407
1464,73.202,-0.406
1465,73.252,-1.184
1466,73.302,-1.862
1467,73.352,-2.384
1468,73.402,-2.705
1469,73.452,-2.799
1470,73.502,-2.657
1471,73.552,-2.291
1472,73.602,-1.733
1473,73.652,-1.029
1474,73.702,-0.238
1475,73.752,0.572
1476,73.802,1.334
1477,73.852,1.984
1478,73.902,2.468
1479,73.952,2.744
1480,74.002,2.789
1481,74.052,2.6
1482,74.102,2.192
1483,74.152,1.6
1484,74.202,0.874
1485,74.252,0.075
1486,74.302,-0.731
1487,74.352,-1.475
1488,74.402,-2.096
1489,74.452,-2.54
1490,74.502,-2.771
1491,74.552,-2.77
1492,74.602,-2.536
1493,74.652,-2.089
1494,74.702,-1.467
1495,74.752,-0.721
1496,74.802,0.084
1497,74.852,0.883
1498,74.902,1.607
1499,74.952,2.197
1500,75.003,2.602
1501,75.053,2.789
1502,75.103,2.742
1503,75.153,2.466
1504,75.203,1.982
1505,75.253,1.333
1506,75.303,0.572
1507,75.353,-0.237
1508,75.403,-1.027
1509,75.453,-1.73
1510,75.503,-2.288
1511,75.553,-2.654
1512,75.603,-2.798
1513,75.653,-2.708
1514,75.703,-2.391
1515,75.753,-1.874
1516,75.803,-1.2
1517,75.853,-0.425
1518,75.903,0.385
1519,75.953,1.162
1520,76.003,1.843
1521,76.053,2.369
1522,76.103,2.697
1523,76.153,2.8
1524,76.203,2.668
1525,76.253,2.313
1526,76.303,1.764
1527,76.353,1.068
1528,76.403,0.283
1529,76.453,-0.526
1530,76.503,-1.29
1531,76.553,-1.947
1532,76.603,-2.442
1533,76.653,-2.732
1534,76.703,-2.793
1535,76.753,-2.622
1536,76.803,-2.231
1537,76.853,-1.654
1538,76.903,-0.939
1539,76.953,-0.146
1540,77.003,0.66
1541,77.053,1.41
1542,77.103,2.043
1543,77.153,2.505
1544,77.203,2.758
1545,77.253,2.781
1546,77.303,2.572
1547,77.353,2.148
1548,77.403,1.545
1549,77.453,0.813
1550,77.503,0.013
1551,77.553,-0.788
1552,77.603,-1.523
1553,77.653,-2.131
1554,77.703,-2.561
1555,77.753,-2.778
1556,77.803,-2.763
1557,77.853,-2.518
1558,77.903,-2.063
1559,77.953,-1.436
1560,78.003,-0.69
1561,78.053,0.114
1562,78.103,0.909
1563,78.153,1.627
1564,78.203,2.21
1565,78.253,2.609
1566,78.303,2.791
1567,78.353,2.74
1568,78.403,2.461
1569,78.453,1.977
1570,78.503,1.329
1571,78.553,0.57
1572,78.603,-0.236
1573,78.653,-1.023
1574,78.703,-1.724
1575,78.753,-2.282
1576,78.803,-2.65
1577,78.853,-2.798
1578,78.903,-2.713
1579,78.953,-2.402
1580,79.003,-1.892
1581,79.053,-1.224
1582,79.103,-0.455
1583,79.153,0.352
1584,79.203,1.13
1585,79.253,1.814
1586,79.303,2.347
1587,79.353,2.685
1588,79.403,2.8
1589,79.453,2.682
1590,79.503,2.342
1591,79.553,1.807
1592,79.603,1.122
1593,79.653,0.344
1594,79.703,-0.462
1595,79.753,-1.23
1596,79.803,-1.896
1597,79.853,-2.405
1598,79.903,-2.714
1599,79.953,-2.798
1600,80.003,-2.649
1601,80.053,-2.281
1602,80.103,-1.724
1603,80.153,-1.023
1604,80.203,-0.238
1605,80.253,0.567
1606,80.303,1.324
1607,80.353,1.972
1608,80.403,2.457
1609,80.453,2.738
1610,80.503,2.792
1611,80.553,2.614
1612,80.603,2.22
1613,80.653,1.642
1614,80.703,0.928
1615,80.753,0.137
1616,80.803,-0.665
1617,80.853,-1.412
1618,80.903,-2.042
1619,80.953,-2.503
1620,81.003,-2.757
1621,81.053,-2.782
1622,81.103,-2.577
1623,81.153,-2.159
1624,81.203,-1.563
1625,81.253,-0.837
1626,81.303,-0.041
1627,81.353,0.757
1628,81.403,1.493
1629,81.453,2.105
1630,81.503,2.544
1631,81.553,2.772
1632,81.603,2.77
1633,81.653,2.54
1634,81.703,2.1
1635,81.753,1.486
1636,81.803,0.749
1637,81.853,-0.049
1638,81.903,-0.843
1639,81.953,-1.568
1640,82.003,-2.163
1641,82.053,-2.579
1642,82.103,-2.783
1643,82.153,-2.756
1644,82.203,-2.502
1645,82.253,-2.041
1646,82.303,-1.412
1647,82.353,-0.666
1648,82.403,0.134
1649,82.453,0.924
1650,82.503,1.637
1651,82.553,2.215
1652,82.603,2.611
1653,82.653,2.791
1654,82.703,2.74
1655,82.753,2.464
1656,82.803,1.985
1657,82.853,1.342
1658,82.903,0.588
1659,82.953,-0.214
1660,83.003,-0.999
1661,83.053,-1.701
1662,83.103,-2.263
1663,83.153,-2.638
1664,83.203,-2.796
1665,83.253,-2.724
1666,83.303,-2.427
1667,83.353,-1.93
1668,83.403,-1.275
1669,83.453,-0.514
1670,83.503,0.288
1671,83.553,1.067
1672,83.603,1.759
1673,83.653,2.305
1674,83.703,2.661
1675,83.753,2.799
1676,83.803,2.706
1677,83.853,2.391
1678,83.903,1.878
1679,83.953,1.212
1680,84.003,0.446
1681,84.053,-0.357
1682,84.103,-1.131
1683,84.153,-1.811
1684,84.203,-2.343
1685,84.253,-2.682
1686,84.303,-2.8
1687,84.353,-2.688
1688,84.403,-2.356
1689,84.453,-1.829
1690,84.503,-1.153
1691,84.553,-0.382
1692,84.603,0.421
1693,84.653,1.189
1694,84.703,1.859
1695,84.753,2.376
1696,84.803,2.699
1697,84.853,2.8
1698,84.903,2.671
1699,84.953,2.322
1700,85.003,1.784
1701,85.053,1.098
1702,85.103,0.323
1703,85.153,-0.479
1704,85.203,-1.241
1705,85.253,-1.902
1706,85.303,-2.406
1707,85.353,-2.713
1708,85.403,-2.798
1709,85.453,-2.653
1710,85.503,-2.291
1711,85.553,-1.741
1712,85.603,-1.048
1713,85.653,-0.27
1714,85.703,0.531
1715,85.753,1.288
1716,85.803,1.94
1717,85.853,2.432
1718,85.903,2.726
1719,85.953,2.796
1720,86.003,2.637
1721,86.053,2.262
1722,86.103,1.702
1723,86.153,1.003
1724,86.203,0.221
1725,86.253,-0.578
1726,86.303,-1.33
1727,86.353,-1.973
1728,86.403,-2.455
1729,86.453,-2.736
1730,86.503,-2.793
1731,86.553,-2.621
1732,86.603,-2.235
1733,86.653,-1.667
1734,86.703,-0.962
1735,86.753,-0.178
1736,86.803,0.62
1737,86.853,1.367
1738,86.903,2.003
1739,86.953,2.475
1740,87.003,2.744
1741,87.053,2.789
1742,87.103,2.607
1743,87.153,2.211
1744,87.203,1.635
1745,87.253,0.926
1746,87.303,0.14
1747,87.353,-0.656
1748,87.403,-1.399
1749,87.453,-2.028
1750,87.503,-2.491
1751,87.553,-2.751
1752,87.603,-2.786
1753,87.653,-2.594
1754,87.703,-2.19
1755,87.753,-1.608
1756,87.803,-0.894
1757,87.853,-0.108
1758,87.903,0.687
1759,87.953,1.426
1760,88.003,2.049
1761,88.053,2.505
1762,88.103,2.756
1763,88.153,2.783
1764,88.203,2.583
1765,88.253,2.172
1766,88.303,1.585
1767,88.353,0.868
1768,88.403,0.081
1769,88.453,-0.713
1770,88.503,-1.449
1771,88.553,-2.067
1772,88.603,-2.516
1773,88.653,-2.761
1774,88.703,-2.78
1775,88.753,-2.574
1776,88.803,-2.158
1777,88.853,-1.566
1778,88.903,-0.847
1779,88.953,-0.059
1780,89.003,0.734
1781,89.053,1.467
1782,89.103,2.08
1783,89.153,2.525
1784,89.203,2.764
1785,89.253,2.778
1786,89.303,2.566
1787,89.353,2.146
1788,89.403,1.551
1789,89.453,0.831
1790,89.503,0.042
1791,89.553,-0.749
1792,89.603,-1.48
1793,89.653,-2.091
1794,89.703,-2.531
1795,89.753,-2.766
1796,89.803,-2.776
1797,89.853,-2.561
1798,89.903,-2.138
1799,89.953,-1.541
1800,90.003,-0.819
1801,90.053,-0.031
1802,90.103,0.76
1803,90.153,1.489
1804,90.203,2.097
1805,90.253,2.535
1806,90.303,2.767
1807,90.353,2.775
1808,90.403,2.558
1809,90.453,2.133
1810,90.503,1.536
1811,90.553,0.813
1812,90.603,0.025
1813,90.653,-0.765
1814,90.703,-1.493
1815,90.753,-2.1
1816,90.803,-2.537
1817,90.853,-2.768
1818,90.903,-2.775
1819,90.953,-2.557
1820,91.003,-2.132
1821,91.053,-1.534
1822,91.103,-0.812
1823,91.153,-0.025
1824,91.203,0.765
1825,91.253,1.493
1826,91.303,2.099
1827,91.353,2.536
1828,91.403,2.768
1829,91.453,2.775
1830,91.503,2.558
1831,91.553,2.134
1832,91.603,1.537
1833,91.653,0.816
1834,91.703,0.029
1835,91.753,-0.76
1836,91.803,-1.488
1837,91.853,-2.095
1838,91.903,-2.533
1839,91.953,-2.767
1840,92.003,-2.776
1841,92.053,-2.561
1842,92.103,-2.14
1843,92.153,-1.545
1844,92.203,-0.825
1845,92.253,-0.039
1846,92.303,0.75
1847,92.353,1.478
1848,92.403,2.088
1849,92.453,2.528
1850,92.503,2.765
1851,92.553,2.778
1852,92.603,2.567
1853,92.653,2.149
1854,92.703,1.557
1855,92.753,0.84
1856,92.803,0.055
1857,92.853,-0.735
1858,92.903,-1.465
1859,92.953,-2.076
1860,93.003,-2.521
1861,93.053,-2.762
1862,93.103,-2.78
1863,93.153,-2.574
1864,93.203,-2.161
1865,93.253,-1.573
1866,93.303,-0.859
1867,93.353,-0.075
1868,93.403,0.714
1869,93.453,1.446
1870,93.503,2.061
1871,93.553,2.511
1872,93.603,2.758
1873,93.653,2.783
1874,93.703,2.584
1875,93.753,2.176
1876,93.803,1.594
1877,93.853,0.883
1878,93.903,0.101
1879,93.953,-0.688
1880,94.003,-1.423
1881,94.053,-2.043
1882,94.103,-2.498
1883,94.153,-2.753
1884,94.203,-2.786
1885,94.253,-2.595
1886,94.303,-2.195
1887,94.353,-1.619
1888,94.403,-0.912
1889,94.453,-0.133
1890,94.503,0.658
1891,94.553,1.395
1892,94.603,2.02
1893,94.653,2.483
1894,94.703,2.746
1895,94.753,2.789
1896,94.803,2.608
1897,94.853,2.217
1898,94.903,1.648
1899,94.953,0.947
1900,95.003,0.169
1901,95.053,-0.621
1902,95.103,-1.362
1903,95.153,-1.994
1904,95.203,-2.465
1905,95.253,-2.739
1906,95.303,-2.792
1907,95.353,-2.622
1908,95.403,-2.241
1909,95.453,-1.681
1910,95.503,-0.986
1911,95.553,-0.211
1912,95.603,0.58
1913,95.653,1.325
1914,95.703,1.963
1915,95.753,2.444
1916,95.803,2.729
1917,95.853,2.795
1918,95.903,2.638
1919,95.953,2.268
1920,96.003,1.718
1921,96.053,1.029
1922,96.103,0.258
1923,96.153,-0.533
1924,96.203,-1.282
1925,96.253,-1.928
1926,96.303,-2.419
1927,96.353,-2.717
1928,96.403,-2.798
1929,96.453,-2.654
1930,96.503,-2.298
1931,96.553,-1.758
1932,96.603,-1.078
1933,96.653,-0.311
1934,96.703,0.481
1935,96.753,1.234
1936,96.803,1.888
1937,96.853,2.392
1938,96.903,2.704
1939,96.953,2.799
1940,97.003,2.671
1941,97.053,2.33
1942,97.103,1.802
1943,97.153,1.13
1944,97.203,0.368
1945,97.253,-0.423
1946,97.303,-1.181
1947,97.353,-1.844
1948,97.403,-2.36
1949,97.453,-2.687
1950,97.503,-2.8
1951,97.553,-2.689
1952,97.603,-2.364
1953,97.653,-1.849
1954,97.703,-1.188
1955,97.753,-0.431
1956,97.803,0.36
1957,97.853,1.122
1958,97.903,1.795
1959,97.953,2.324
1960,98.003,2.668
1961,98.053,2.799
1962,98.103,2.707
1963,98.153,2.399
1964,98.203,1.9
1965,98.253,1.249
1966,98.303,0.499
1967,98.353,-0.291
1968,98.403,-1.058
1969,98.453,-1.74
1970,98.503,-2.284
1971,98.553,-2.646
1972,98.603,-2.796
1973,98.653,-2.724
1974,98.703,-2.435
1975,98.753,-1.953
1976,98.803,-1.314
1977,98.853,-0.571
1978,98.903,0.217
1979,98.953,0.988
1980,99.003,1.681
1981,99.053,2.239
1982,99.103,2.62
1983,99.153,2.792
1984,99.203,2.741
1985,99.253,2.473
1986,99.303,2.008
1987,99.353,1.383
1988,99.403,0.648
1989,99.453,-0.138
1990,99.503,-0.913
1991,99.553,-1.616
1992,99.603,-2.19
1993,99.653,-2.59
1994,99.703,-2.784
1995,99.753,-2.757
1996,99.803,-2.511
1997,99.853,-2.065
1998,99.903,-1.456
1999,99.953,-0.73
2000,100.003,0.053
2001,100.053,0.832
2002,100.103,1.545
2003,100.153,2.135
2004,100.203,2.555
2005,100.253,2.773
2006,100.303,2.771
2007,100.353,2.549
2008,100.403,2.124
2009,100.453,1.531
2010,100.503,0.817
2011,100.553,0.038
2012,100.603,-0.745
2013,100.653,-1.468
2014,100.703,-2.074
2015,100.753,-2.516
2016,100.803,-2.759
2017,100.853,-2.783
2018,100.903,-2.586
2019,100.953,-2.184
2020,101.003,-1.61
2021,101.053,-0.907
2022,101.103,-0.133
2023,101.153,0.651
2024,101.203,1.384
2025,101.253,2.008
2026,101.303,2.472
2027,101.353,2.74
2028,101.403,2.792
2029,101.453,2.622
2030,101.503,2.245
2031,101.553,1.69
2032,101.603,1.002
2033,101.653,0.234
2034,101.703,-0.552
2035,101.753,-1.295
2036,101.803,-1.935
2037,101.853,-2.422
2038,101.903,-2.717
2039,101.953,-2.798
2040,102.003,-2.657
2041,102.053,-2.306
2042,102.103,-1.773
2043,102.153,-1.1
2044,102.203,-0.34
2045,102.253,0.447
2046,102.303,1.199
2047,102.353,1.856
2048,102.403,2.366
2049,102.453,2.689
2050,102.503,2.8
2051,102.553,2.69
2052,102.603,2.367
2053,102.653,1.857
2054,102.703,1.201
2055,102.753,0.45
2056,102.803,-0.336
2057,102.853,-1.096
2058,102.903,-1.769
2059,102.953,-2.303
2060,103.003,-2.655
2061,103.053,-2.798
2062,103.103,-2.719
2063,103.153,-2.427
2064,103.203,-1.943
2065,103.253,-1.305
2066,103.303,-0.565
2067,103.353,0.219
2068,103.403,0.987
2069,103.453,1.676
2070,103.503,2.233
2071,103.553,2.615
2072,103.603,2.79
2073,103.653,2.746
2074,103.703,2.485
2075,103.753,2.028
2076,103.803,1.412
2077,103.853,0.685
2078,103.903,-0.097
2079,103.953,-0.87
2080,104.003,-1.575
2081,104.053,-2.156
2082,104.103,-2.568
2083,104.153,-2.777
2084,104.203,-2.767
2085,104.253,-2.54
2086,104.303,-2.113
2087,104.353,-1.52
2088,104.403,-0.808
2089,104.453,-0.031
2090,104.503,0.747
2091,104.553,1.467
2092,104.603,2.071
2093,104.653,2.513
2094,104.703,2.757
2095,104.753,2.784
2096,104.803,2.593
2097,104.853,2.198
2098,104.903,1.63
2099,104.953,0.934
2100,105.004,0.165
2101,105.054,-0.617
2102,105.104,-1.351
2103,105.154,-1.978
2104,105.204,-2.45
2105,105.254,-2.73
2106,105.304,-2.795
2107,105.354,-2.641
2108,105.404,-2.28
2109,105.454,-1.74
2110,105.504,-1.063
2111,105.554,-0.303
2112,105.604,0.481
2113,105.654,1.227
2114,105.704,1.877
2115,105.754,2.379
2116,105.804,2.695
2117,105.854,2.8
2118,105.904,2.685
2119,105.954,2.36
2120,106.004,1.85
2121,106.054,1.194
2122,106.104,0.446
2123,106.154,-0.338
2124,106.204,-1.095
2125,106.254,-1.766
2126,106.304,-2.299
2127,106.354,-2.652
2128,106.404,-2.797
2129,106.454,-2.723
2130,106.504,-2.436
2131,106.554,-1.958
2132,106.604,-1.327
2133,106.654,-0.593
2134,106.704,0.189
2135,106.754,0.955
2136,106.804,1.647
2137,106.854,2.209
2138,106.904,2.599
2139,106.954,2.786
2140,107.004,2.755
2141,107.054,2.508
2142,107.104,2.065
2143,107.154,1.461
2144,107.204,0.743
2145,107.254,-0.034
2146,107.304,-0.807
2147,107.354,-1.518
2148,107.404,-2.11
2149,107.454,-2.537
2150,107.504,-2.766
2151,107.554,-2.779
2152,107.604,-2.574
2153,107.654,-2.169
2154,107.704,-1.595
2155,107.754,-0.896
2156,107.804,-0.127
2157,107.854,0.652
2158,107.904,1.38
2159,107.954,2.0
2160,108.004,2.464
2161,108.054,2.736
2162,108.104,2.794
2163,108.154,2.634
2164,108.204,2.269
2165,108.254,1.727
2166,108.304,1.051
2167,108.354,0.292
2168,108.404,-0.489
2169,108.454,-1.232
2170,108.504,-1.879
2171,108.554,-2.38
2172,108.604,-2.695
2173,108.654,-2.8
2174,108.704,-2.687
2175,108.754,-2.365
2176,108.804,-1.858
2177,108.854,-1.207
2178,108.904,-0.462
2179,108.954,0.319
2180,109.004,1.075
2181,109.054,1.748
2182,109.104,2.284
2183,109.154,2.643
2184,109.204,2.795
2185,109.254,2.731
2186,109.304,2.454
2187,109.354,1.986
2188,109.404,1.363
2189,109.454,0.635
2190,109.504,-0.143
2191,109.554,-0.909
2192,109.604,-1.605
2193,109.654,-2.176
2194,109.704,-2.578
2195,109.754,-2.779
2196,109.804,-2.765
2197,109.854,-2.535
2198,109.904,-2.109
2199,109.954,-1.519
2200,110.004,-0.81
2201,110.054,-0.039
2202,110.104,0.735
2203,110.154,1.452
2204,110.204,2.056
2205,110.254,2.501
2206,110.304,2.751
2207,110.354,2.788
2208,110.404,2.609
2209,110.454,2.227
2210,110.504,1.672
2211,110.554,0.988
2212,110.604,0.227
2213,110.654,-0.552
2214,110.704,-1.287
2215,110.754,-1.923
2216,110.804,-2.41
2217,110.854,-2.709
2218,110.904,-2.799
2219,110.954,-2.672
2220,111.004,-2.337
2221,111.054,-1.822
2222,111.104,-1.165
2223,111.154,-0.418
2224,111.204,0.361
2225,111.254,1.112
2226,111.304,1.777
2227,111.354,2.305
2228,111.404,2.654
2229,111.454,2.797
2230,111.504,2.724
2231,111.554,2.44
2232,111.604,1.967
2233,111.654,1.342
2234,111.704,0.613
2235,111.754,-0.163
2236,111.804,-0.927
2237,111.854,-1.619
2238,111.904,-2.185
2239,111.954,-2.583
2240,112.004,-2.781
2241,112.054,-2.764
2242,112.104,-2.533
2243,112.154,-2.106
2244,112.204,-1.517
2245,112.254,-0.81
2246,112.304,-0.041
2247,112.354,0.731
2248,112.404,1.447
2249,112.454,2.051
2250,112.504,2.496
2251,112.554,2.749
2252,112.604,2.789
2253,112.654,2.614
2254,112.704,2.237
2255,112.754,1.687
2256,112.804,1.008
2257,112.854,0.25
2258,112.904,-0.527
2259,112.954,-1.263
2260,113.004,-1.902
2261,113.054,-2.394
2262,113.104,-2.701
2263,113.154,-2.8
2264,113.204,-2.683
2265,113.254,-2.359
2266,113.304,-1.853
2267,113.354,-1.204
2268,113.404,-0.463
2269,113.454,0.314
2270,113.504,1.067
2271,113.554,1.738
2272,113.604,2.274
2273,113.654,2.636
2274,113.704,2.794
2275,113.754,2.737
2276,113.804,2.469
2277,113.854,2.011
2278,113.904,1.399
2279,113.954,0.678
2280,114.004,-0.094
2281,114.054,-0.86
2282,114.104,-1.559
2283,114.154,-2.138
2284,114.204,-2.552
2285,114.254,-2.77
2286,114.304,-2.775
2287,114.354,-2.567
2288,114.404,-2.161
2289,114.454,-1.589
2290,114.504,-0.894
2291,114.554,-0.131
2292,114.604,0.642
2293,114.654,1.365
2294,114.704,1.984
2295,114.754,2.45
2296,114.804,2.728
2297,114.854,2.796
2298,114.904,2.65
2299,114.954,2.299
2300,115.004,1.773
2301,115.054,1.11
2302,115.104,0.362
2303,115.154,-0.414
2304,115.204,-1.158
2305,115.254,-1.813
2306,115.304,-2.329
2307,115.354,-2.666
2308,115.404,-2.799
2309,115.454,-2.716
2310,115.504,-2.425
2311,115.554,-1.948
2312,115.604,-1.322
2313,115.654,-0.595
2314,115.704,0.179
2315,115.754,0.938
2316,115.804,1.626
2317,115.854,2.189
2318,115.904,2.584
2319,115.954,2.781
2320,116.004,2.764
2321,116.054,2.536
2322,116.104,2.114
2323,116.154,1.53
2324,116.204,0.828
2325,116.254,0.063
2326,116.304,-0.706
2327,116.354,-1.422
2328,116.404,-2.028
2329,116.454,-2.48
2330,116.504,-2.741
2331,116.554,-2.793
2332,116.604,-2.631
2333,116.654,-2.267
2334,116.704,-1.73
2335,116.754,-1.061
2336,116.804,-0.31
2337,116.854,0.464
2338,116.904,1.202
2339,116.954,1.849
2340,117.004,2.354
2341,117.054,2.679
2342,117.104,2.8
2343,117.154,2.706
2344,117.204,2.405
2345,117.254,1.921
2346,117.304,1.29
2347,117.354,0.56
2348,117.404,-0.212
2349,117.454,-0.968
2350,117.504,-1.651
2351,117.554,-2.207
2352,117.604,-2.594
2353,117.654,-2.783
2354,117.704,-2.76
2355,117.754,-2.526
2356,117.804,-2.1
2357,117.854,-1.513
2358,117.904,-0.81
2359,117.954,-0.046
2360,118.004,0.721
2361,118.054,1.434
2362,118.104,2.037
2363,118.154,2.485
2364,118.204,2.743
2365,118.254,2.792
2366,118.304,2.628
2367,118.354,2.264
2368,118.404,1.727
2369,118.454,1.059
2370,118.504,0.31
2371,118.554,-0.463
2372,118.604,-1.2
2373,118.654,-1.846
2374,118.704,-2.351
2375,118.754,-2.677
2376,118.804,-2.799
2377,118.854,-2.708
2378,118.904,-2.411
2379,118.954,-1.93
2380,119.004,-1.303
2381,119.054,-0.576
2382,119.104,0.195
2383,119.154,0.951
2384,119.204,1.634
2385,119.254,2.193
2386,119.304,2.585
2387,119.354,2.781
2388,119.404,2.765
2389,119.454,2.538
2390,119.504,2.119
2391,119.554,1.539
2392,119.604,0.841
2393,119.654,0.08
2394,119.704,-0.687
2395,119.754,-1.402
2396,119.804,-2.011
2397,119.854,-2.466
2398,119.904,-2.735
2399,119.954,-2.795
2400,120.004,-2.643
2401,120.054,-2.291
2402,120.104,-1.764
2403,120.154,-1.104
2404,120.204,-0.36
2405,120.254,0.412
2406,120.304,1.152
2407,120.354,1.805
2408,120.404,2.32
2409,120.454,2.66
2410,120.504,2.798
2411,120.554,2.723
2412,120.604,2.442
2413,120.654,1.976
2414,120.704,1.36
2415,120.754,0.641
2416,120.804,-0.127
2417,120.854,-0.885
2418,120.904,-1.576
2419,120.954,-2.147
2420,121.004,-2.556
2421,121.054,-2.771
2422,121.104,-2.776
2423,121.154,-2.57
2424,121.204,-2.17
2425,121.254,-1.606
2426,121.304,-0.92
2427,121.354,-0.165
2428,121.404,0.604
2429,121.454,1.326
2430,121.504,1.948
2431,121.554,2.422
2432,121.604,2.713
2433,121.654,2.799
2434,121.704,2.673
2435,121.754,2.345
2436,121.804,1.839
2437,121.854,1.194
2438,121.904,0.459
2439,121.954,-0.31
2440,122.004,-1.056
2441,122.054,-1.723
2442,122.104,-2.259
2443,122.154,-2.624
2444,122.204,-2.791
2445,122.254,-2.747
2446,122.304,-2.495
2447,122.354,-2.055
2448,122.404,-1.46
2449,122.454,-0.754
2450,122.504,0.008
2451,122.554,0.77
2452,122.604,1.474
2453,122.654,2.066
2454,122.704,2.502
2455,122.754,2.75
2456,122.804,2.79
2457,122.854,2.619
2458,122.904,2.251
2459,122.954,1.713
2460,123.004,1.046
2461,123.054,0.299
2462,123.104,-0.469
2463,123.154,-1.202
2464,123.204,-1.845
2465,123.254,-2.348
2466,123.304,-2.674
2467,123.354,-2.799
2468,123.404,-2.713
2469,123.454,-2.422
2470,123.504,-1.949
2471,123.554,-1.329
2472,123.604,-0.609
2473,123.654,0.157
2474,123.704,0.911
2475,123.754,1.597
2476,123.804,2.162
2477,123.854,2.564
2478,123.904,2.773
2479,123.954,2.774
2480,124.004,2.565
2481,124.054,2.164
2482,124.104,1.6
2483,124.154,0.915
2484,124.204,0.162
2485,124.254,-0.604
2486,124.304,-1.324
2487,124.354,-1.944
2488,124.404,-2.419
2489,124.454,-2.711
2490,124.504,-2.799
2491,124.554,-2.677
2492,124.604,-2.354
2493,124.654,-1.854
2494,124.704,-1.215
2495,124.754,-0.484
2496,124.804,0.283
2497,124.854,1.029
2498,124.904,1.697
2499,124.954,2.238
2500,125.004,2.611
2501,125.054,2.787
2502,125.104,2.755
2503,125.154,2.515
2504,125.204,2.087
2505,125.254,1.502
2506,125.304,0.805
2507,125.354,0.047
2508,125.404,-0.715
2509,125.454,-1.422
2510,125.504,-2.023
2511,125.554,-2.473
2512,125.604,-2.736
2513,125.654,-2.795
2514,125.704,-2.644
2515,125.754,-2.295
2516,125.804,-1.773
2517,125.854,-1.119
2518,125.904,-0.381
