,time(s),angle(rad)
24800,1240.041,2.604
24801,1240.091,2.519
24802,1240.141,2.42
24803,1240.191,2.306
24804,1240.241,2.18
24805,1240.291,2.042
24806,1240.341,1.891
24807,1240.391,1.73
24808,1240.441,1.559
24809,1240.491,1.379
24810,1240.541,1.191
24811,1240.591,0.996
24812,1240.641,0.796
24813,1240.691,0.591
24814,1240.741,0.382
24815,1240.791,0.172
24816,1240.841,-0.04
24817,1240.891,-0.252
24818,1240.941,-0.462
24819,1240.991,-0.669
24820,1241.041,-0.873
24821,1241.091,-1.072
24822,1241.141,-1.265
24823,1241.191,-1.45
24824,1241.241,-1.627
24825,1241.291,-1.795
24826,1241.341,-1.953
24827,1241.391,-2.099
24828,1241.441,-2.234
24829,1241.491,-2.355
24830,1241.541,-2.463
24831,1241.591,-2.557
24832,1241.641,-2.636
24833,1241.691,-2.7
24834,1241.741,-2.749
24835,1241.791,-2.781
24836,1241.841,-2.798
24837,1241.891,-2.798
24838,1241.941,-2.782
24839,1241.991,-2.751
24840,1242.041,-2.703
24841,1242.091,-2.64
24842,1242.141,-2.561
24843,1242.191,-2.468
24844,1242.241,-2.36
24845,1242.291,-2.238
24846,1242.341,-2.104
24847,1242.391,-1.957
24848,1242.441,-1.799
24849,1242.491,-1.631
24850,1242.541,-1.453
24851,1242.591,-1.266
24852,1242.641,-1.073
24853,1242.691,-0.873
24854,1242.741,-0.667
24855,1242.791,-0.458
24856,1242.841,-0.246
24857,1242.891,-0.033
24858,1242.941,0.181
24859,1242.991,0.393
24860,1243.041,0.603
24861,1243.091,0.81
24862,1243.141,1.012
24863,1243.191,1.209
24864,1243.241,1.398
24865,1243.291,1.579
24866,1243.341,1.751
24867,1243.391,1.913
24868,1243.441,2.063
24869,1243.491,2.202
24870,1243.541,2.328
24871,1243.591,2.44
24872,1243.641,2.538
24873,1243.691,2.621
24874,1243.741,2.689
24875,1243.791,2.741
24876,1243.841,2.776
24877,1243.891,2.796
24878,1243.941,2.799
24879,1243.991,2.786
24880,1244.041,2.756
24881,1244.091,2.711
24882,1244.141,2.649
24883,1244.191,2.572
24884,1244.241,2.479
24885,1244.291,2.372
24886,1244.341,2.251
24887,1244.391,2.117
24888,1244.441,1.97
24889,1244.491,1.811
24890,1244.541,1.642
24891,1244.591,1.463
24892,1244.641,1.275
24893,1244.691,1.08
24894,1244.741,0.879
24895,1244.791,0.672
24896,1244.841,0.461
24897,1244.891,0.247
24898,1244.941,0.032
24899,1244.991,-0.183
24900,1245.042,-0.397
24901,1245.092,-0.609
24902,1245.142,-0.818
24903,1245.192,-1.022
24904,1245.242,-1.219
24905,1245.292,-1.41
24906,1245.342,-1.592
24907,1245.392,-1.764
24908,1245.442,-1.927
24909,1245.492,-2.077
24910,1245.542,-2.216
24911,1245.592,-2.341
24912,1245.642,-2.453
24913,1245.692,-2.549
24914,1245.742,-2.631
24915,1245.792,-2.697
24916,1245.842,-2.747
24917,1245.892,-2.781
24918,1245.942,-2.798
24919,1245.992,-2.798
24920,1246.042,-2.782
24921,1246.092,-2.749
24922,1246.142,-2.699
24923,1246.192,-2.634
24924,1246.242,-2.552
24925,1246.292,-2.456
24926,1246.342,-2.344
24927,1246.392,-2.219
24928,1246.442,-2.08
24929,1246.492,-1.929
24930,1246.542,-1.766
24931,1246.592,-1.593
24932,1246.642,-1.41
24933,1246.692,-1.218
24934,1246.742,-1.019
24935,1246.792,-0.814
24936,1246.842,-0.604
24937,1246.892,-0.391
24938,1246.942,-0.175
24939,1246.992,0.043
24940,1247.042,0.259
24941,1247.092,0.475
24942,1247.142,0.687
24943,1247.192,0.896
24944,1247.242,1.099
24945,1247.292,1.296
24946,1247.342,1.484
24947,1247.392,1.664
24948,1247.442,1.834
24949,1247.492,1.993
24950,1247.542,2.14
24951,1247.592,2.273
24952,1247.642,2.394
24953,1247.692,2.499
24954,1247.742,2.59
24955,1247.792,2.665
24956,1247.842,2.724
24957,1247.892,2.766
24958,1247.942,2.791
24959,1247.992,2.8
24960,1248.042,2.792
24961,1248.092,2.766
24962,1248.142,2.724
24963,1248.192,2.665
24964,1248.242,2.591
24965,1248.292,2.5
24966,1248.342,2.394
24967,1248.392,2.274
24968,1248.442,2.139
24969,1248.492,1.992
24970,1248.542,1.832
24971,1248.592,1.661
24972,1248.642,1.481
24973,1248.692,1.291
24974,1248.742,1.093
24975,1248.792,0.888
24976,1248.842,0.678
24977,1248.892,0.464
24978,1248.942,0.247
24979,1248.992,0.028
24980,1249.042,-0.191
24981,1249.092,-0.409
24982,1249.142,-0.624
24983,1249.192,-0.836
24984,1249.242,-1.042
24985,1249.292,-1.242
24986,1249.342,-1.435
24987,1249.392,-1.619
24988,1249.442,-1.792
24989,1249.492,-1.955
24990,1249.542,-2.106
24991,1249.592,-2.244
24992,1249.642,-2.369
24993,1249.692,-2.478
24994,1249.742,-2.573
24995,1249.792,-2.652
24996,1249.842,-2.714
24997,1249.892,-2.76
24998,1249.942,-2.788
24999,1249.992,-2.8
25000,1250.042,-2.794
25001,1250.092,-2.771
25002,1250.142,-2.731
25003,1250.192,-2.674
25004,1250.242,-2.6
25005,1250.292,-2.511
25006,1250.342,-2.406
25007,1250.392,-2.286
25008,1250.442,-2.152
25009,1250.492,-2.004
25010,1250.542,-1.844
25011,1250.592,-1.673
25012,1250.642,-1.491
25013,1250.692,-1.3
25014,1250.742,-1.101
25015,1250.792,-0.895
25016,1250.842,-0.683
25017,1250.892,-0.467
25018,1250.942,-0.248
25019,1250.992,-0.028
25020,1251.042,0.193
25021,1251.092,0.412
25022,1251.142,0.629
25023,1251.192,0.842
25024,1251.242,1.05
25025,1251.292,1.252
25026,1251.342,1.445
25027,1251.392,1.63
25028,1251.442,1.805
25029,1251.492,1.968
25030,1251.542,2.119
25031,1251.592,2.257
25032,1251.642,2.381
25033,1251.692,2.49
25034,1251.742,2.583
25035,1251.792,2.66
25036,1251.842,2.721
25037,1251.892,2.765
25038,1251.942,2.791
25039,1251.992,2.8
25040,1252.042,2.791
25041,1252.092,2.765
25042,1252.142,2.722
25043,1252.192,2.661
25044,1252.242,2.584
25045,1252.292,2.49
25046,1252.342,2.381
25047,1252.392,2.257
25048,1252.442,2.119
25049,1252.492,1.967
25050,1252.542,1.803
25051,1252.592,1.627
25052,1252.642,1.442
25053,1252.692,1.247
25054,1252.742,1.044
25055,1252.792,0.834
25056,1252.842,0.62
25057,1252.892,0.401
25058,1252.942,0.18
25059,1252.992,-0.043
25060,1253.042,-0.265
25061,1253.092,-0.485
25062,1253.142,-0.703
25063,1253.192,-0.916
25064,1253.242,-1.123
25065,1253.292,-1.324
25066,1253.342,-1.516
25067,1253.392,-1.698
25068,1253.442,-1.87
25069,1253.492,-2.03
25070,1253.542,-2.177
25071,1253.592,-2.31
25072,1253.642,-2.428
25073,1253.692,-2.532
25074,1253.742,-2.619
25075,1253.792,-2.689
25076,1253.842,-2.743
25077,1253.892,-2.779
25078,1253.942,-2.797
25079,1253.992,-2.798
25080,1254.042,-2.781
25081,1254.092,-2.746
25082,1254.142,-2.694
25083,1254.192,-2.624
25084,1254.242,-2.538
25085,1254.292,-2.435
25086,1254.342,-2.317
25087,1254.392,-2.184
25088,1254.442,-2.037
25089,1254.492,-1.877
25090,1254.542,-1.705
25091,1254.592,-1.523
25092,1254.642,-1.33
25093,1254.692,-1.129
25094,1254.742,-0.92
25095,1254.792,-0.706
25096,1254.842,-0.487
25097,1254.892,-0.265
25098,1254.942,-0.041
25099,1254.992,0.183
25100,1255.042,0.406
25101,1255.092,0.627
25102,1255.142,0.843
25103,1255.192,1.054
25104,1255.242,1.259
25105,1255.292,1.455
25106,1255.342,1.642
25107,1255.392,1.818
25108,1255.442,1.983
25109,1255.492,2.135
25110,1255.542,2.274
25111,1255.592,2.397
25112,1255.642,2.506
25113,1255.692,2.598
25114,1255.742,2.673
25115,1255.792,2.732
25116,1255.842,2.772
25117,1255.892,2.795
25118,1255.942,2.799
25119,1255.992,2.786
25120,1256.042,2.755
25121,1256.092,2.705
25122,1256.142,2.638
25123,1256.192,2.555
25124,1256.242,2.454
25125,1256.292,2.338
25126,1256.342,2.206
25127,1256.392,2.06
25128,1256.442,1.901
25129,1256.492,1.729
25130,1256.542,1.547
25131,1256.592,1.354
25132,1256.642,1.152
25133,1256.692,0.942
25134,1256.742,0.727
25135,1256.792,0.507
25136,1256.842,0.283
25137,1256.892,0.058
25138,1256.942,-0.168
25139,1256.992,-0.393
25140,1257.042,-0.615
25141,1257.092,-0.834
25142,1257.142,-1.047
25143,1257.192,-1.253
25144,1257.242,-1.451
25145,1257.292,-1.64
25146,1257.342,-1.818
25147,1257.392,-1.984
25148,1257.442,-2.137
25149,1257.492,-2.276
25150,1257.542,-2.4
25151,1257.592,-2.509
25152,1257.642,-2.601
25153,1257.692,-2.677
25154,1257.742,-2.734
25155,1257.792,-2.774
25156,1257.842,-2.796
25157,1257.892,-2.799
25158,1257.942,-2.784
25159,1257.992,-2.751
25160,1258.042,-2.699
25161,1258.092,-2.63
25162,1258.142,-2.544
25163,1258.192,-2.441
25164,1258.242,-2.321
25165,1258.292,-2.187
25166,1258.342,-2.038
25167,1258.392,-1.875
25168,1258.442,-1.701
25169,1258.492,-1.514
25170,1258.542,-1.318
25171,1258.592,-1.114
25172,1258.642,-0.901
25173,1258.692,-0.683
25174,1258.742,-0.461
25175,1258.792,-0.235
25176,1258.842,-0.007
25177,1258.892,0.22
25178,1258.942,0.446
25179,1258.992,0.669
25180,1259.042,0.888
25181,1259.092,1.101
25182,1259.142,1.307
25183,1259.192,1.504
25184,1259.242,1.691
25185,1259.292,1.867
25186,1259.342,2.031
25187,1259.392,2.181
25188,1259.442,2.317
25189,1259.492,2.437
25190,1259.542,2.541
25191,1259.592,2.628
25192,1259.642,2.698
25193,1259.692,2.75
25194,1259.742,2.784
25195,1259.792,2.799
25196,1259.842,2.796
25197,1259.892,2.773
25198,1259.942,2.733
25199,1259.992,2.674
25200,1260.042,2.597
25201,1260.092,2.503
25202,1260.142,2.393
25203,1260.192,2.266
25204,1260.242,2.124
25205,1260.292,1.968
25206,1260.342,1.799
25207,1260.392,1.617
25208,1260.442,1.425
25209,1260.492,1.223
25210,1260.542,1.013
25211,1260.592,0.796
25212,1260.642,0.574
25213,1260.692,0.348
25214,1260.742,0.12
25215,1260.792,-0.11
25216,1260.842,-0.338
25217,1260.892,-0.565
25218,1260.942,-0.787
25219,1260.992,-1.005
25220,1261.042,-1.216
25221,1261.092,-1.418
25222,1261.142,-1.611
25223,1261.192,-1.793
25224,1261.242,-1.964
25225,1261.292,-2.121
25226,1261.342,-2.264
25227,1261.392,-2.391
25228,1261.442,-2.503
25229,1261.492,-2.597
25230,1261.542,-2.674
25231,1261.592,-2.733
25232,1261.642,-2.774
25233,1261.692,-2.796
25234,1261.742,-2.799
25235,1261.792,-2.783
25236,1261.842,-2.748
25237,1261.892,-2.695
25238,1261.942,-2.623
25239,1261.992,-2.534
25240,1262.042,-2.428
25241,1262.092,-2.305
25242,1262.142,-2.166
25243,1262.192,-2.013
25244,1262.242,-1.846
25245,1262.292,-1.666
25246,1262.342,-1.475
25247,1262.392,-1.274
25248,1262.442,-1.065
25249,1262.492,-0.848
25250,1262.542,-0.625
25251,1262.592,-0.398
25252,1262.642,-0.168
25253,1262.692,0.063
25254,1262.742,0.293
25255,1262.792,0.522
25256,1262.842,0.747
25257,1262.892,0.967
25258,1262.942,1.181
25259,1262.992,1.386
25260,1263.042,1.582
25261,1263.092,1.767
25262,1263.142,1.941
25263,1263.192,2.101
25264,1263.242,2.247
25265,1263.292,2.377
25266,1263.342,2.491
25267,1263.392,2.588
25268,1263.442,2.668
25269,1263.492,2.729
25270,1263.542,2.771
25271,1263.592,2.795
25272,1263.642,2.799
25273,1263.692,2.784
25274,1263.742,2.751
25275,1263.792,2.698
25276,1263.842,2.626
25277,1263.892,2.537
25278,1263.942,2.43
25279,1263.992,2.307
25280,1264.042,2.167
25281,1264.092,2.013
25282,1264.142,1.845
25283,1264.192,1.664
25284,1264.242,1.471
25285,1264.292,1.269
25286,1264.342,1.057
25287,1264.392,0.838
25288,1264.442,0.614
25289,1264.492,0.385
25290,1264.542,0.153
25291,1264.592,-0.079
25292,1264.642,-0.311
25293,1264.692,-0.541
25294,1264.742,-0.768
25295,1264.792,-0.989
25296,1264.842,-1.203
25297,1264.892,-1.409
25298,1264.942,-1.605
25299,1264.992,-1.791
25300,1265.042,-1.963
25301,1265.092,-2.123
25302,1265.142,-2.267
25303,1265.192,-2.396
25304,1265.242,-2.508
25305,1265.292,-2.603
25306,1265.342,-2.68
25307,1265.392,-2.738
25308,1265.442,-2.777
25309,1265.492,-2.797
25310,1265.542,-2.798
25311,1265.592,-2.779
25312,1265.642,-2.74
25313,1265.692,-2.683
25314,1265.742,-2.607
25315,1265.792,-2.513
25316,1265.842,-2.401
25317,1265.892,-2.272
25318,1265.942,-2.128
25319,1265.992,-1.968
25320,1266.042,-1.795
25321,1266.092,-1.61
25322,1266.142,-1.413
25323,1266.192,-1.206
25324,1266.242,-0.99
25325,1266.292,-0.768
25326,1266.342,-0.54
25327,1266.392,-0.309
25328,1266.442,-0.075
25329,1266.492,0.159
25330,1266.542,0.392
25331,1266.592,0.623
25332,1266.642,0.849
25333,1266.692,1.069
25334,1266.742,1.282
25335,1266.792,1.486
25336,1266.842,1.68
25337,1266.892,1.861
25338,1266.942,2.03
25339,1266.992,2.184
25340,1267.042,2.323
25341,1267.092,2.446
25342,1267.142,2.552
25343,1267.192,2.639
25344,1267.242,2.709
25345,1267.292,2.759
25346,1267.342,2.789
25347,1267.392,2.8
25348,1267.442,2.791
25349,1267.492,2.763
25350,1267.542,2.715
25351,1267.592,2.647
25352,1267.642,2.561
25353,1267.692,2.457
25354,1267.742,2.336
25355,1267.792,2.198
25356,1267.842,2.044
25357,1267.892,1.876
25358,1267.942,1.695
25359,1267.992,1.501
25360,1268.042,1.297
25361,1268.092,1.084
25362,1268.142,0.863
25363,1268.192,0.636
25364,1268.242,0.404
25365,1268.292,0.169
25366,1268.342,-0.067
25367,1268.392,-0.302
25368,1268.442,-0.536
25369,1268.492,-0.765
25370,1268.542,-0.989
25371,1268.592,-1.207
25372,1268.642,-1.415
25373,1268.692,-1.614
25374,1268.742,-1.801
25375,1268.792,-1.976
25376,1268.842,-2.136
25377,1268.892,-2.281
25378,1268.942,-2.41
25379,1268.992,-2.522
25380,1269.042,-2.615
25381,1269.092,-2.69
25382,1269.142,-2.746
25383,1269.192,-2.783
25384,1269.242,-2.799
25385,1269.292,-2.795
25386,1269.342,-2.772
25387,1269.392,-2.728
25388,1269.442,-2.665
25389,1269.492,-2.583
25390,1269.542,-2.482
25391,1269.592,-2.364
25392,1269.642,-2.229
25393,1269.692,-2.077
25394,1269.742,-1.911
25395,1269.792,-1.731
25396,1269.842,-1.538
25397,1269.892,-1.334
25398,1269.942,-1.121
25399,1269.992,-0.9
25400,1270.042,-0.672
25401,1270.092,-0.439
25402,1270.142,-0.203
25403,1270.192,0.034
25404,1270.242,0.272
25405,1270.292,0.507
25406,1270.342,0.739
25407,1270.392,0.965
25408,1270.442,1.185
25409,1270.492,1.396
25410,1270.542,1.597
25411,1270.592,1.786
25412,1270.642,1.963
25413,1270.692,2.125
25414,1270.742,2.273
25415,1270.792,2.403
25416,1270.842,2.517
25417,1270.892,2.612
25418,1270.942,2.688
25419,1270.992,2.745
25420,1271.042,2.782
25421,1271.092,2.799
25422,1271.142,2.795
25423,1271.192,2.772
25424,1271.242,2.728
25425,1271.292,2.664
25426,1271.342,2.581
25427,1271.392,2.479
25428,1271.442,2.36
25429,1271.492,2.223
25430,1271.542,2.069
25431,1271.592,1.901
25432,1271.642,1.719
25433,1271.692,1.524
25434,1271.742,1.319
25435,1271.792,1.103
25436,1271.842,0.88
25437,1271.892,0.65
25438,1271.942,0.415
25439,1271.992,0.177
25440,1272.042,-0.062
25441,1272.092,-0.301
25442,1272.142,-0.538
25443,1272.192,-0.77
25444,1272.242,-0.997
25445,1272.292,-1.217
25446,1272.342,-1.428
25447,1272.392,-1.629
25448,1272.442,-1.818
25449,1272.492,-1.993
25450,1272.542,-2.154
25451,1272.592,-2.299
25452,1272.642,-2.427
25453,1272.692,-2.538
25454,1272.742,-2.63
25455,1272.792,-2.702
25456,1272.842,-2.755
25457,1272.892,-2.788
25458,1272.942,-2.8
25459,1272.992,-2.791
25460,1273.042,-2.762
25461,1273.092,-2.713
25462,1273.142,-2.644
25463,1273.192,-2.555
25464,1273.242,-2.448
25465,1273.292,-2.322
25466,1273.342,-2.179
25467,1273.392,-2.02
25468,1273.442,-1.847
25469,1273.492,-1.659
25470,1273.542,-1.459
25471,1273.592,-1.249
25472,1273.642,-1.029
25473,1273.692,-0.802
25474,1273.742,-0.568
25475,1273.792,-0.331
25476,1273.842,-0.091
25477,1273.892,0.15
25478,1273.942,0.39
25479,1273.992,0.627
25480,1274.042,0.859
25481,1274.092,1.085
25482,1274.142,1.303
25483,1274.192,1.512
25484,1274.242,1.709
25485,1274.292,1.893
25486,1274.342,2.064
25487,1274.392,2.219
25488,1274.442,2.358
25489,1274.492,2.479
25490,1274.542,2.582
25491,1274.592,2.666
25492,1274.642,2.73
25493,1274.692,2.773
25494,1274.742,2.796
25495,1274.792,2.798
25496,1274.842,2.78
25497,1274.892,2.74
25498,1274.942,2.68
25499,1274.992,2.601
25500,1275.043,2.501
25501,1275.093,2.383
25502,1275.143,2.248
25503,1275.193,2.095
25504,1275.243,1.927
25505,1275.293,1.744
25506,1275.343,1.548
25507,1275.393,1.341
25508,1275.443,1.123
25509,1275.493,0.898
25510,1275.543,0.665
25511,1275.593,0.427
25512,1275.643,0.186
25513,1275.693,-0.056
25514,1275.743,-0.298
25515,1275.793,-0.538
25516,1275.843,-0.774
25517,1275.893,-1.004
25518,1275.943,-1.226
25519,1275.993,-1.44
25520,1276.043,-1.642
25521,1276.093,-1.832
25522,1276.143,-2.009
25523,1276.193,-2.17
25524,1276.243,-2.316
25525,1276.293,-2.443
25526,1276.343,-2.553
25527,1276.393,-2.643
25528,1276.443,-2.713
25529,1276.493,-2.763
25530,1276.543,-2.792
25531,1276.593,-2.8
25532,1276.643,-2.787
25533,1276.693,-2.752
25534,1276.743,-2.697
25535,1276.793,-2.622
25536,1276.843,-2.527
25537,1276.893,-2.412
25538,1276.943,-2.28
25539,1276.993,-2.13
25540,1277.043,-1.964
25541,1277.093,-1.783
25542,1277.143,-1.588
25543,1277.193,-1.382
25544,1277.243,-1.165
25545,1277.293,-0.939
25546,1277.343,-0.706
25547,1277.393,-0.467
25548,1277.443,-0.225
25549,1277.493,0.019
25550,1277.543,0.263
25551,1277.593,0.504
25552,1277.643,0.742
25553,1277.693,0.975
25554,1277.743,1.2
25555,1277.793,1.416
25556,1277.843,1.621
25557,1277.893,1.814
25558,1277.943,1.993
25559,1277.993,2.157
25560,1278.043,2.304
25561,1278.093,2.434
25562,1278.143,2.546
25563,1278.193,2.638
25564,1278.243,2.71
25565,1278.293,2.761
25566,1278.343,2.791
25567,1278.393,2.8
25568,1278.443,2.787
25569,1278.493,2.753
25570,1278.543,2.698
25571,1278.593,2.623
25572,1278.643,2.527
25573,1278.693,2.412
25574,1278.743,2.278
25575,1278.793,2.127
25576,1278.843,1.96
25577,1278.893,1.777
25578,1278.943,1.581
25579,1278.993,1.373
25580,1279.043,1.154
25581,1279.093,0.926
25582,1279.143,0.691
25583,1279.193,0.451
25584,1279.243,0.207
25585,1279.293,-0.039
25586,1279.343,-0.284
25587,1279.393,-0.527
25588,1279.443,-0.766
25589,1279.493,-0.999
25590,1279.543,-1.225
25591,1279.593,-1.441
25592,1279.643,-1.646
25593,1279.693,-1.838
25594,1279.743,-2.017
25595,1279.793,-2.179
25596,1279.843,-2.325
25597,1279.893,-2.453
25598,1279.943,-2.562
25599,1279.993,-2.652
25600,1280.043,-2.72
25601,1280.093,-2.768
25602,1280.143,-2.794
25603,1280.193,-2.799
25604,1280.243,-2.782
25605,1280.293,-2.744
25606,1280.343,-2.684
25607,1280.393,-2.603
25608,1280.443,-2.502
25609,1280.493,-2.382
25610,1280.543,-2.243
25611,1280.593,-2.087
25612,1280.643,-1.915
25613,1280.693,-1.727
25614,1280.743,-1.527
25615,1280.793,-1.314
25616,1280.843,-1.091
25617,1280.893,-0.859
25618,1280.943,-0.621
25619,1280.993,-0.378
25620,1281.043,-0.132
25621,1281.093,0.115
25622,1281.143,0.362
25623,1281.193,0.605
25624,1281.243,0.844
25625,1281.293,1.076
25626,1281.343,1.3
25627,1281.393,1.514
25628,1281.443,1.716
25629,1281.493,1.905
25630,1281.543,2.079
25631,1281.593,2.236
25632,1281.643,2.376
25633,1281.693,2.498
25634,1281.743,2.6
25635,1281.793,2.682
25636,1281.843,2.742
25637,1281.893,2.782
25638,1281.943,2.799
25639,1281.993,2.795
25640,1282.043,2.768
25641,1282.093,2.72
25642,1282.143,2.65
25643,1282.193,2.56
25644,1282.243,2.45
25645,1282.293,2.32
25646,1282.343,2.172
25647,1282.393,2.007
25648,1282.443,1.826
25649,1282.493,1.63
25650,1282.543,1.422
25651,1282.593,1.203
25652,1282.643,0.974
25653,1282.693,0.737
25654,1282.743,0.495
25655,1282.793,0.248
25656,1282.843,-0.0
25657,1282.893,-0.249
25658,1282.943,-0.495
25659,1282.993,-0.738
25660,1283.043,-0.975
25661,1283.093,-1.204
25662,1283.143,-1.424
25663,1283.193,-1.633
25664,1283.243,-1.828
25665,1283.293,-2.01
25666,1283.343,-2.175
25667,1283.393,-2.323
25668,1283.443,-2.453
25669,1283.493,-2.563
25670,1283.543,-2.653
25671,1283.593,-2.722
25672,1283.643,-2.77
25673,1283.693,-2.795
25674,1283.743,-2.799
25675,1283.793,-2.78
25676,1283.843,-2.739
25677,1283.893,-2.676
25678,1283.943,-2.592
25679,1283.993,-2.487
25680,1284.043,-2.363
25681,1284.093,-2.219
25682,1284.143,-2.058
25683,1284.193,-1.881
25684,1284.243,-1.688
25685,1284.293,-1.482
25686,1284.343,-1.265
25687,1284.393,-1.037
25688,1284.443,-0.8
25689,1284.493,-0.558
25690,1284.543,-0.311
25691,1284.593,-0.061
25692,1284.643,0.189
25693,1284.693,0.438
25694,1284.743,0.683
25695,1284.793,0.923
25696,1284.843,1.156
25697,1284.893,1.379
25698,1284.943,1.591
25699,1284.993,1.791
25700,1285.043,1.976
25701,1285.093,2.146
25702,1285.143,2.298
25703,1285.193,2.432
25704,1285.243,2.546
25705,1285.293,2.64
25706,1285.343,2.713
25707,1285.393,2.764
25708,1285.443,2.793
25709,1285.493,2.799
25710,1285.543,2.783
25711,1285.593,2.745
25712,1285.643,2.684
25713,1285.693,2.602
25714,1285.743,2.499
25715,1285.793,2.376
25716,1285.843,2.233
25717,1285.893,2.073
25718,1285.943,1.895
25719,1285.993,1.703
25720,1286.043,1.496
25721,1286.093,1.278
25722,1286.143,1.049
25723,1286.193,0.812
25724,1286.243,0.568
25725,1286.293,0.319
25726,1286.343,0.068
25727,1286.393,-0.184
25728,1286.443,-0.434
25729,1286.493,-0.681
25730,1286.543,-0.922
25731,1286.593,-1.156
25732,1286.643,-1.381
25733,1286.693,-1.594
25734,1286.743,-1.795
25735,1286.793,-1.981
25736,1286.843,-2.151
25737,1286.893,-2.304
25738,1286.943,-2.437
25739,1286.993,-2.552
25740,1287.043,-2.645
25741,1287.093,-2.717
25742,1287.143,-2.767
25743,1287.193,-2.794
25744,1287.243,-2.799
25745,1287.293,-2.781
25746,1287.343,-2.74
25747,1287.393,-2.677
25748,1287.443,-2.592
25749,1287.493,-2.486
25750,1287.543,-2.36
25751,1287.593,-2.214
25752,1287.643,-2.05
25753,1287.693,-1.87
25754,1287.743,-1.674
25755,1287.793,-1.465
25756,1287.843,-1.243
25757,1287.893,-1.012
25758,1287.943,-0.772
25759,1287.993,-0.525
25760,1288.043,-0.275
25761,1288.093,-0.022
25762,1288.143,0.232
25763,1288.193,0.483
25764,1288.243,0.73
25765,1288.293,0.972
25766,1288.343,1.205
25767,1288.393,1.429
25768,1288.443,1.641
25769,1288.493,1.84
25770,1288.543,2.023
25771,1288.593,2.19
25772,1288.643,2.339
25773,1288.693,2.469
25774,1288.743,2.578
25775,1288.793,2.667
25776,1288.843,2.733
25777,1288.893,2.777
25778,1288.943,2.798
25779,1288.993,2.796
25780,1289.043,2.771
25781,1289.093,2.723
25782,1289.143,2.653
25783,1289.193,2.561
25784,1289.243,2.447
25785,1289.293,2.314
25786,1289.343,2.161
25787,1289.393,1.99
25788,1289.443,1.803
25789,1289.493,1.601
25790,1289.543,1.386
25791,1289.593,1.159
25792,1289.643,0.923
25793,1289.693,0.679
25794,1289.743,0.429
25795,1289.793,0.176
25796,1289.843,-0.079
25797,1289.893,-0.333
25798,1289.943,-0.585
25799,1289.993,-0.831
25800,1290.043,-1.071
25801,1290.093,-1.302
25802,1290.143,-1.522
25803,1290.193,-1.73
25804,1290.243,-1.923
25805,1290.293,-2.1
25806,1290.343,-2.26
25807,1290.393,-2.402
25808,1290.443,-2.523
25809,1290.493,-2.623
25810,1290.543,-2.701
25811,1290.593,-2.757
25812,1290.643,-2.79
25813,1290.693,-2.8
25814,1290.743,-2.786
25815,1290.793,-2.749
